image_path,true_label,pred_label,confidence
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (380).JPG,Blight,Gray_Leaf_Spot,0.5359680652618408
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (382).JPG,Blight,Blight,0.6508647203445435
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (383).JPG,Blight,Blight,0.788559079170227
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (39).jpg,Blight,Gray_Leaf_Spot,0.45806318521499634
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (394).JPG,Blight,Blight,0.5033725500106812
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (40).jpg,Blight,Blight,0.7354504466056824
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (402).JPG,Blight,Blight,0.6265789866447449
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (414).JPG,Blight,Blight,0.748764157295227
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (419).JPG,Blight,Blight,0.6007888317108154
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (42).jpg,Blight,Blight,0.6150590181350708
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (433).jpg,Blight,Blight,0.5761534571647644
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (435).JPG,Blight,Blight,0.7339655160903931
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (438).jpg,Blight,Blight,0.7744227647781372
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (439).jpg,Blight,Blight,0.7725637555122375
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (450).JPG,Blight,Blight,0.7901172041893005
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (455).JPG,Blight,Blight,0.7543427348136902
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (456).JPG,Blight,Gray_Leaf_Spot,0.7052934169769287
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (457).JPG,Blight,Gray_Leaf_Spot,0.7434336543083191
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (458).JPG,Blight,Blight,0.6224072575569153
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (460).JPG,Blight,Gray_Leaf_Spot,0.4892715811729431
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (465).JPG,Blight,Blight,0.7996382117271423
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (467).JPG,Blight,Blight,0.5932602882385254
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (469).JPG,Blight,Blight,0.6717239618301392
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (470).JPG,Blight,Blight,0.6272827982902527
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (474).JPG,Blight,Blight,0.7056371569633484
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (475).JPG,Blight,Blight,0.5795228481292725
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (476).JPG,Blight,Blight,0.7298834323883057
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (477).JPG,Blight,Blight,0.6999331116676331
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (480).JPG,Blight,Gray_Leaf_Spot,0.5354539155960083
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (483).JPG,Blight,Blight,0.7255000472068787
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (485).JPG,Blight,Blight,0.5366114974021912
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (486).JPG,Blight,Blight,0.6533076167106628
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (489).JPG,Blight,Blight,0.7630791068077087
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (49).jpg,Blight,Common_Rust,0.45581239461898804
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (495).JPG,Blight,Blight,0.5082835555076599
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (497).JPG,Blight,Blight,0.7277923226356506
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (5).jpg,Blight,Blight,0.7545809149742126
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (50).jpg,Blight,Common_Rust,0.512697696685791
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (503).JPG,Blight,Blight,0.5968332886695862
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (515).JPG,Blight,Blight,0.6523665189743042
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (520).JPG,Blight,Blight,0.729152262210846
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (536).JPG,Blight,Blight,0.7056136131286621
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (542).jpg,Blight,Blight,0.6249427199363708
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (544).JPG,Blight,Blight,0.48045164346694946
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (552).JPG,Blight,Blight,0.7907722592353821
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (553).JPG,Blight,Gray_Leaf_Spot,0.7204371094703674
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (555).JPG,Blight,Blight,0.663962721824646
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (560).JPG,Blight,Gray_Leaf_Spot,0.5866898894309998
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (564).JPG,Blight,Gray_Leaf_Spot,0.5295476317405701
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (567).JPG,Blight,Gray_Leaf_Spot,0.5958082675933838
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (569).JPG,Blight,Blight,0.7752054333686829
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (57).jpg,Blight,Blight,0.5306082963943481
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (573).JPG,Blight,Gray_Leaf_Spot,0.7080202102661133
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (575).JPG,Blight,Blight,0.5099839568138123
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (576).JPG,Blight,Blight,0.6810823678970337
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (58).jpg,Blight,Blight,0.739643394947052
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (583).JPG,Blight,Common_Rust,0.44051381945610046
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (585).JPG,Blight,Blight,0.5540803670883179
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (586).JPG,Blight,Blight,0.5546533465385437
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (588).JPG,Blight,Gray_Leaf_Spot,0.4885523021221161
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (591).jpg,Blight,Blight,0.6802767515182495
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (593).JPG,Blight,Blight,0.7831279635429382
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (595).JPG,Blight,Blight,0.7267096638679504
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (604).JPG,Blight,Blight,0.7495045065879822
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (61).jpg,Blight,Blight,0.7590876221656799
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (612).JPG,Blight,Blight,0.7078825831413269
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (63).jpg,Blight,Common_Rust,0.735506534576416
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (632).JPG,Blight,Blight,0.6744149923324585
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (635).JPG,Blight,Blight,0.5205775499343872
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (636).jpg,Blight,Blight,0.6751867532730103
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (638).jpg,Blight,Blight,0.6856033205986023
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (642).JPG,Blight,Gray_Leaf_Spot,0.727988064289093
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (645).JPG,Blight,Blight,0.6911302804946899
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (646).jpg,Blight,Gray_Leaf_Spot,0.752425491809845
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (65).jpg,Blight,Blight,0.7012240886688232
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (651).JPG,Blight,Blight,0.6261184215545654
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (654).JPG,Blight,Blight,0.5079773664474487
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (655).jpg,Blight,Blight,0.7513388395309448
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (66).jpg,Blight,Blight,0.494108647108078
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (660).JPG,Blight,Blight,0.6210756897926331
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (666).JPG,Blight,Blight,0.7658631205558777
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (67).jpg,Blight,Blight,0.396925151348114
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (670).JPG,Blight,Blight,0.784275472164154
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (672).JPG,Blight,Gray_Leaf_Spot,0.6345834136009216
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (676).JPG,Blight,Blight,0.6217289566993713
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (679).JPG,Blight,Blight,0.5636181831359863
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (695).JPG,Blight,Gray_Leaf_Spot,0.7163777947425842
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (696).JPG,Blight,Blight,0.7034196257591248
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (7).jpg,Blight,Common_Rust,0.6882556080818176
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (70).jpg,Blight,Common_Rust,0.49073106050491333
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (708).JPG,Blight,Blight,0.6084816455841064
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (71).jpg,Blight,Blight,0.7851049304008484
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (714).JPG,Blight,Blight,0.7569775581359863
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (718).jpg,Blight,Blight,0.7116009593009949
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (72).jpg,Blight,Blight,0.4200284481048584
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (720).jpg,Blight,Blight,0.6256980299949646
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (722).JPG,Blight,Blight,0.7845276594161987
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (723).jpg,Blight,Gray_Leaf_Spot,0.5449671745300293
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (727).JPG,Blight,Blight,0.640876293182373
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (729).JPG,Blight,Blight,0.7081553339958191
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (73).jpg,Blight,Blight,0.6308198571205139
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (733).JPG,Blight,Blight,0.7745804786682129
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (739).JPG,Blight,Blight,0.6205505728721619
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (740).JPG,Blight,Gray_Leaf_Spot,0.5156981348991394
/home/23ucs747/mini-project-sem5/dataset_split/train/Blight/Corn_Blight (743).jpg,Blight,Gray_Leaf_Spot,0.6632611155509949
