index,source,orig_class,path
81,banana,cordana,data/BananaLSD/OriginalSet/cordana/26.jpeg
82,banana,cordana,data/BananaLSD/OriginalSet/cordana/27.jpeg
83,banana,cordana,data/BananaLSD/OriginalSet/cordana/28.jpeg
84,banana,cordana,data/BananaLSD/OriginalSet/cordana/29.jpeg
85,banana,cordana,data/BananaLSD/OriginalSet/cordana/3.jpeg
86,banana,cordana,data/BananaLSD/OriginalSet/cordana/30.jpeg
87,banana,cordana,data/BananaLSD/OriginalSet/cordana/31.jpeg
88,banana,cordana,data/BananaLSD/OriginalSet/cordana/32.jpeg
89,banana,cordana,data/BananaLSD/OriginalSet/cordana/33.jpeg
90,banana,cordana,data/BananaLSD/OriginalSet/cordana/34.jpeg
91,banana,cordana,data/BananaLSD/OriginalSet/cordana/35.jpeg
92,banana,cordana,data/BananaLSD/OriginalSet/cordana/36.jpeg
93,banana,cordana,data/BananaLSD/OriginalSet/cordana/37.jpeg
94,banana,cordana,data/BananaLSD/OriginalSet/cordana/38.jpeg
95,banana,cordana,data/BananaLSD/OriginalSet/cordana/39.jpeg
96,banana,cordana,data/BananaLSD/OriginalSet/cordana/4.jpeg
97,banana,cordana,data/BananaLSD/OriginalSet/cordana/40.jpeg
98,banana,cordana,data/BananaLSD/OriginalSet/cordana/41.jpeg
99,banana,cordana,data/BananaLSD/OriginalSet/cordana/42.jpeg
100,banana,cordana,data/BananaLSD/OriginalSet/cordana/43.jpeg
101,banana,cordana,data/BananaLSD/OriginalSet/cordana/44.jpeg
102,banana,cordana,data/BananaLSD/OriginalSet/cordana/45.jpeg
103,banana,cordana,data/BananaLSD/OriginalSet/cordana/46.jpeg
104,banana,cordana,data/BananaLSD/OriginalSet/cordana/47.jpeg
105,banana,cordana,data/BananaLSD/OriginalSet/cordana/48.jpeg
106,banana,cordana,data/BananaLSD/OriginalSet/cordana/49.jpeg
107,banana,cordana,data/BananaLSD/OriginalSet/cordana/5.jpeg
108,banana,cordana,data/BananaLSD/OriginalSet/cordana/50.jpeg
109,banana,cordana,data/BananaLSD/OriginalSet/cordana/51.jpeg
110,banana,cordana,data/BananaLSD/OriginalSet/cordana/52.jpeg
111,banana,cordana,data/BananaLSD/OriginalSet/cordana/53.jpeg
112,banana,cordana,data/BananaLSD/OriginalSet/cordana/54.jpeg
113,banana,cordana,data/BananaLSD/OriginalSet/cordana/55.jpeg
114,banana,cordana,data/BananaLSD/OriginalSet/cordana/56.jpeg
115,banana,cordana,data/BananaLSD/OriginalSet/cordana/57.jpeg
116,banana,cordana,data/BananaLSD/OriginalSet/cordana/58.jpeg
117,banana,cordana,data/BananaLSD/OriginalSet/cordana/59.jpeg
118,banana,cordana,data/BananaLSD/OriginalSet/cordana/6.jpeg
119,banana,cordana,data/BananaLSD/OriginalSet/cordana/60.jpeg
120,banana,cordana,data/BananaLSD/OriginalSet/cordana/61.jpeg
121,banana,cordana,data/BananaLSD/OriginalSet/cordana/62.jpeg
122,banana,cordana,data/BananaLSD/OriginalSet/cordana/63.jpeg
123,banana,cordana,data/BananaLSD/OriginalSet/cordana/64.jpeg
124,banana,cordana,data/BananaLSD/OriginalSet/cordana/65.jpeg
125,banana,cordana,data/BananaLSD/OriginalSet/cordana/66.jpeg
126,banana,cordana,data/BananaLSD/OriginalSet/cordana/67.jpeg
127,banana,cordana,data/BananaLSD/OriginalSet/cordana/68.jpeg
128,banana,cordana,data/BananaLSD/OriginalSet/cordana/69.jpeg
129,banana,cordana,data/BananaLSD/OriginalSet/cordana/7.jpeg
130,banana,cordana,data/BananaLSD/OriginalSet/cordana/70.jpeg
131,banana,cordana,data/BananaLSD/OriginalSet/cordana/71.jpeg
132,banana,cordana,data/BananaLSD/OriginalSet/cordana/72.jpeg
133,banana,cordana,data/BananaLSD/OriginalSet/cordana/73.jpeg
134,banana,cordana,data/BananaLSD/OriginalSet/cordana/74.jpeg
135,banana,cordana,data/BananaLSD/OriginalSet/cordana/75.jpeg
136,banana,cordana,data/BananaLSD/OriginalSet/cordana/76.jpeg
137,banana,cordana,data/BananaLSD/OriginalSet/cordana/77.jpeg
138,banana,cordana,data/BananaLSD/OriginalSet/cordana/78.jpeg
139,banana,cordana,data/BananaLSD/OriginalSet/cordana/79.jpeg
140,banana,cordana,data/BananaLSD/OriginalSet/cordana/8.jpeg
141,banana,cordana,data/BananaLSD/OriginalSet/cordana/80.jpeg
142,banana,cordana,data/BananaLSD/OriginalSet/cordana/81.jpeg
143,banana,cordana,data/BananaLSD/OriginalSet/cordana/82.jpeg
144,banana,cordana,data/BananaLSD/OriginalSet/cordana/83.jpeg
145,banana,cordana,data/BananaLSD/OriginalSet/cordana/84.jpeg
146,banana,cordana,data/BananaLSD/OriginalSet/cordana/85.jpeg
147,banana,cordana,data/BananaLSD/OriginalSet/cordana/86.jpeg
148,banana,cordana,data/BananaLSD/OriginalSet/cordana/87.jpeg
149,banana,cordana,data/BananaLSD/OriginalSet/cordana/88.jpeg
150,banana,cordana,data/BananaLSD/OriginalSet/cordana/89.jpeg
151,banana,cordana,data/BananaLSD/OriginalSet/cordana/9.jpeg
152,banana,cordana,data/BananaLSD/OriginalSet/cordana/90.jpeg
153,banana,cordana,data/BananaLSD/OriginalSet/cordana/91.jpeg
154,banana,cordana,data/BananaLSD/OriginalSet/cordana/92.jpeg
155,banana,cordana,data/BananaLSD/OriginalSet/cordana/93.jpeg
156,banana,cordana,data/BananaLSD/OriginalSet/cordana/94.jpeg
157,banana,cordana,data/BananaLSD/OriginalSet/cordana/95.jpeg
158,banana,cordana,data/BananaLSD/OriginalSet/cordana/96.jpeg
159,banana,cordana,data/BananaLSD/OriginalSet/cordana/97.jpeg
160,banana,cordana,data/BananaLSD/OriginalSet/cordana/98.jpeg
161,banana,cordana,data/BananaLSD/OriginalSet/cordana/99.jpeg
162,banana,healthy,data/BananaLSD/OriginalSet/healthy/0.jpeg
163,banana,healthy,data/BananaLSD/OriginalSet/healthy/1.jpeg
164,banana,healthy,data/BananaLSD/OriginalSet/healthy/10.jpeg
165,banana,healthy,data/BananaLSD/OriginalSet/healthy/100.jpeg
166,banana,healthy,data/BananaLSD/OriginalSet/healthy/101.jpeg
167,banana,healthy,data/BananaLSD/OriginalSet/healthy/102.jpeg
168,banana,healthy,data/BananaLSD/OriginalSet/healthy/103.jpeg
169,banana,healthy,data/BananaLSD/OriginalSet/healthy/104.jpeg
170,banana,healthy,data/BananaLSD/OriginalSet/healthy/105.jpeg
171,banana,healthy,data/BananaLSD/OriginalSet/healthy/106.jpeg
172,banana,healthy,data/BananaLSD/OriginalSet/healthy/107.jpeg
173,banana,healthy,data/BananaLSD/OriginalSet/healthy/108.jpeg
174,banana,healthy,data/BananaLSD/OriginalSet/healthy/109.jpeg
175,banana,healthy,data/BananaLSD/OriginalSet/healthy/11.jpeg
176,banana,healthy,data/BananaLSD/OriginalSet/healthy/110.jpeg
177,banana,healthy,data/BananaLSD/OriginalSet/healthy/111.jpeg
178,banana,healthy,data/BananaLSD/OriginalSet/healthy/112.jpeg
179,banana,healthy,data/BananaLSD/OriginalSet/healthy/113.jpeg
180,banana,healthy,data/BananaLSD/OriginalSet/healthy/114.jpeg
181,banana,healthy,data/BananaLSD/OriginalSet/healthy/115.jpeg
182,banana,healthy,data/BananaLSD/OriginalSet/healthy/116.jpeg
183,banana,healthy,data/BananaLSD/OriginalSet/healthy/117.jpeg
184,banana,healthy,data/BananaLSD/OriginalSet/healthy/118.jpeg
185,banana,healthy,data/BananaLSD/OriginalSet/healthy/119.jpeg
186,banana,healthy,data/BananaLSD/OriginalSet/healthy/12.jpeg
187,banana,healthy,data/BananaLSD/OriginalSet/healthy/120.jpeg
188,banana,healthy,data/BananaLSD/OriginalSet/healthy/121.jpeg
189,banana,healthy,data/BananaLSD/OriginalSet/healthy/122.jpeg
190,banana,healthy,data/BananaLSD/OriginalSet/healthy/123.jpeg
191,banana,healthy,data/BananaLSD/OriginalSet/healthy/124.jpeg
192,banana,healthy,data/BananaLSD/OriginalSet/healthy/125.jpeg
193,banana,healthy,data/BananaLSD/OriginalSet/healthy/126.jpeg
194,banana,healthy,data/BananaLSD/OriginalSet/healthy/127.jpeg
195,banana,healthy,data/BananaLSD/OriginalSet/healthy/128.jpeg
196,banana,healthy,data/BananaLSD/OriginalSet/healthy/13.jpeg
197,banana,healthy,data/BananaLSD/OriginalSet/healthy/14.jpeg
198,banana,healthy,data/BananaLSD/OriginalSet/healthy/15.jpeg
199,banana,healthy,data/BananaLSD/OriginalSet/healthy/16.jpeg
200,banana,healthy,data/BananaLSD/OriginalSet/healthy/17.jpeg
201,banana,healthy,data/BananaLSD/OriginalSet/healthy/18.jpeg
202,banana,healthy,data/BananaLSD/OriginalSet/healthy/19.jpeg
203,banana,healthy,data/BananaLSD/OriginalSet/healthy/2.jpeg
204,banana,healthy,data/BananaLSD/OriginalSet/healthy/20.jpeg
205,banana,healthy,data/BananaLSD/OriginalSet/healthy/21.jpeg
206,banana,healthy,data/BananaLSD/OriginalSet/healthy/22.jpeg
207,banana,healthy,data/BananaLSD/OriginalSet/healthy/23.jpeg
208,banana,healthy,data/BananaLSD/OriginalSet/healthy/24.jpeg
209,banana,healthy,data/BananaLSD/OriginalSet/healthy/25.jpeg
210,banana,healthy,data/BananaLSD/OriginalSet/healthy/26.jpeg
211,banana,healthy,data/BananaLSD/OriginalSet/healthy/27.jpeg
212,banana,healthy,data/BananaLSD/OriginalSet/healthy/28.jpeg
213,banana,healthy,data/BananaLSD/OriginalSet/healthy/29.jpeg
214,banana,healthy,data/BananaLSD/OriginalSet/healthy/3.jpeg
215,banana,healthy,data/BananaLSD/OriginalSet/healthy/30.jpeg
216,banana,healthy,data/BananaLSD/OriginalSet/healthy/31.jpeg
217,banana,healthy,data/BananaLSD/OriginalSet/healthy/32.jpeg
218,banana,healthy,data/BananaLSD/OriginalSet/healthy/33.jpeg
219,banana,healthy,data/BananaLSD/OriginalSet/healthy/34.jpeg
220,banana,healthy,data/BananaLSD/OriginalSet/healthy/35.jpeg
221,banana,healthy,data/BananaLSD/OriginalSet/healthy/36.jpeg
222,banana,healthy,data/BananaLSD/OriginalSet/healthy/37.jpeg
223,banana,healthy,data/BananaLSD/OriginalSet/healthy/38.jpeg
224,banana,healthy,data/BananaLSD/OriginalSet/healthy/39.jpeg
225,banana,healthy,data/BananaLSD/OriginalSet/healthy/4.jpeg
226,banana,healthy,data/BananaLSD/OriginalSet/healthy/40.jpeg
227,banana,healthy,data/BananaLSD/OriginalSet/healthy/41.jpeg
228,banana,healthy,data/BananaLSD/OriginalSet/healthy/42.jpeg
229,banana,healthy,data/BananaLSD/OriginalSet/healthy/43.jpeg
230,banana,healthy,data/BananaLSD/OriginalSet/healthy/44.jpeg
231,banana,healthy,data/BananaLSD/OriginalSet/healthy/45.jpeg
232,banana,healthy,data/BananaLSD/OriginalSet/healthy/46.jpeg
233,banana,healthy,data/BananaLSD/OriginalSet/healthy/47.jpeg
234,banana,healthy,data/BananaLSD/OriginalSet/healthy/48.jpeg
235,banana,healthy,data/BananaLSD/OriginalSet/healthy/49.jpeg
236,banana,healthy,data/BananaLSD/OriginalSet/healthy/5.jpeg
237,banana,healthy,data/BananaLSD/OriginalSet/healthy/50.jpeg
238,banana,healthy,data/BananaLSD/OriginalSet/healthy/51.jpeg
239,banana,healthy,data/BananaLSD/OriginalSet/healthy/52.jpeg
240,banana,healthy,data/BananaLSD/OriginalSet/healthy/53.jpeg
241,banana,healthy,data/BananaLSD/OriginalSet/healthy/54.jpeg
242,banana,healthy,data/BananaLSD/OriginalSet/healthy/55.jpeg
243,banana,healthy,data/BananaLSD/OriginalSet/healthy/56.jpeg
244,banana,healthy,data/BananaLSD/OriginalSet/healthy/57.jpeg
245,banana,healthy,data/BananaLSD/OriginalSet/healthy/58.jpeg
246,banana,healthy,data/BananaLSD/OriginalSet/healthy/59.jpeg
247,banana,healthy,data/BananaLSD/OriginalSet/healthy/6.jpeg
248,banana,healthy,data/BananaLSD/OriginalSet/healthy/60.jpeg
249,banana,healthy,data/BananaLSD/OriginalSet/healthy/61.jpeg
250,banana,healthy,data/BananaLSD/OriginalSet/healthy/62.jpeg
251,banana,healthy,data/BananaLSD/OriginalSet/healthy/63.jpeg
252,banana,healthy,data/BananaLSD/OriginalSet/healthy/64.jpeg
253,banana,healthy,data/BananaLSD/OriginalSet/healthy/65.jpeg
254,banana,healthy,data/BananaLSD/OriginalSet/healthy/66.jpeg
255,banana,healthy,data/BananaLSD/OriginalSet/healthy/67.jpeg
256,banana,healthy,data/BananaLSD/OriginalSet/healthy/68.jpeg
257,banana,healthy,data/BananaLSD/OriginalSet/healthy/69.jpeg
258,banana,healthy,data/BananaLSD/OriginalSet/healthy/7.jpeg
259,banana,healthy,data/BananaLSD/OriginalSet/healthy/70.jpeg
260,banana,healthy,data/BananaLSD/OriginalSet/healthy/71.jpeg
261,banana,healthy,data/BananaLSD/OriginalSet/healthy/72.jpeg
262,banana,healthy,data/BananaLSD/OriginalSet/healthy/73.jpeg
263,banana,healthy,data/BananaLSD/OriginalSet/healthy/74.jpeg
264,banana,healthy,data/BananaLSD/OriginalSet/healthy/75.jpeg
265,banana,healthy,data/BananaLSD/OriginalSet/healthy/76.jpeg
266,banana,healthy,data/BananaLSD/OriginalSet/healthy/77.jpeg
267,banana,healthy,data/BananaLSD/OriginalSet/healthy/78.jpeg
268,banana,healthy,data/BananaLSD/OriginalSet/healthy/79.jpeg
269,banana,healthy,data/BananaLSD/OriginalSet/healthy/8.jpeg
270,banana,healthy,data/BananaLSD/OriginalSet/healthy/80.jpeg
271,banana,healthy,data/BananaLSD/OriginalSet/healthy/81.jpeg
272,banana,healthy,data/BananaLSD/OriginalSet/healthy/82.jpeg
273,banana,healthy,data/BananaLSD/OriginalSet/healthy/83.jpeg
274,banana,healthy,data/BananaLSD/OriginalSet/healthy/84.jpeg
275,banana,healthy,data/BananaLSD/OriginalSet/healthy/85.jpeg
276,banana,healthy,data/BananaLSD/OriginalSet/healthy/86.jpeg
277,banana,healthy,data/BananaLSD/OriginalSet/healthy/87.jpeg
278,banana,healthy,data/BananaLSD/OriginalSet/healthy/88.jpeg
279,banana,healthy,data/BananaLSD/OriginalSet/healthy/89.jpeg
280,banana,healthy,data/BananaLSD/OriginalSet/healthy/9.jpeg
281,banana,healthy,data/BananaLSD/OriginalSet/healthy/90.jpeg
282,banana,healthy,data/BananaLSD/OriginalSet/healthy/91.jpeg
283,banana,healthy,data/BananaLSD/OriginalSet/healthy/92.jpeg
284,banana,healthy,data/BananaLSD/OriginalSet/healthy/93.jpeg
285,banana,healthy,data/BananaLSD/OriginalSet/healthy/94.jpeg
286,banana,healthy,data/BananaLSD/OriginalSet/healthy/95.jpeg
287,banana,healthy,data/BananaLSD/OriginalSet/healthy/96.jpeg
288,banana,healthy,data/BananaLSD/OriginalSet/healthy/97.jpeg
289,banana,healthy,data/BananaLSD/OriginalSet/healthy/98.jpeg
290,banana,healthy,data/BananaLSD/OriginalSet/healthy/99.jpeg
291,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/0.jpeg
292,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/1.jpeg
293,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/10.jpeg
294,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/100.jpeg
295,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/101.jpeg
296,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/102.jpeg
297,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/103.jpeg
298,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/104.jpeg
299,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/105.jpeg
300,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/106.jpeg
301,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/107.jpeg
302,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/108.jpeg
303,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/109.jpeg
304,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/11.jpeg
305,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/110.jpeg
306,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/111.jpeg
307,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/112.jpeg
308,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/113.jpeg
309,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/114.jpeg
310,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/115.jpeg
311,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/116.jpeg
312,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/117.jpeg
313,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/118.jpeg
314,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/119.jpeg
315,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/12.jpeg
316,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/120.jpeg
317,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/121.jpeg
318,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/122.jpeg
319,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/123.jpeg
320,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/124.jpeg
321,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/125.jpeg
322,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/126.jpeg
323,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/127.jpeg
324,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/128.jpeg
325,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/129.jpeg
326,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/13.jpeg
327,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/130.jpeg
328,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/131.jpeg
329,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/132.jpeg
330,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/133.jpeg
331,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/134.jpeg
332,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/135.jpeg
333,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/136.jpeg
334,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/137.jpeg
335,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/138.jpeg
336,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/139.jpeg
337,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/14.jpeg
338,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/140.jpeg
339,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/141.jpeg
340,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/142.jpeg
341,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/143.jpeg
342,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/144.jpeg
343,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/145.jpeg
344,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/146.jpeg
345,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/147.jpeg
346,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/148.jpeg
347,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/149.jpeg
348,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/15.jpeg
349,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/150.jpeg
350,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/151.jpeg
351,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/152.jpeg
352,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/153.jpeg
353,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/154.jpeg
354,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/155.jpeg
355,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/156.jpeg
356,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/157.jpeg
357,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/158.jpeg
358,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/159.jpeg
359,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/16.jpeg
360,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/160.jpeg
361,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/161.jpeg
362,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/162.jpeg
363,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/163.jpeg
364,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/164.jpeg
365,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/165.jpeg
366,banana,pestalotiopsis,data/BananaLSD/OriginalSet/pestalotiopsis/166.jpeg
